Category,Subcategory,Local term,English translation,Simple category
General abuse,General swearing,wypierdalać,get the fuck out,General swearing
General abuse,General swearing,wypierdalac,get the fuck out,General swearing
General abuse,General swearing,wypierdala,she fucked up,General swearing
General abuse,General swearing,wypierdalaj,get the fuck out,General swearing
General abuse,General swearing,wypierdalał,he fucked up,General swearing
General abuse,General swearing,wypierdalal,he fucked up,General swearing
General abuse,General swearing,wypierdalała,she fucked off,General swearing
General abuse,General swearing,wypierdalala,she fucked off,General swearing
General abuse,General swearing,wypierdolić,fuck off,General swearing
General abuse,General swearing,wypierdolic,fuck off,General swearing
General abuse,General swearing,wypierdoli,fucked up,General swearing
General abuse,General swearing,wypierdolicie,fuck you,General swearing
General abuse,General swearing,wypierdolą,fuck off,General swearing
General abuse,General swearing,wypierdola,fucked up,General swearing
General abuse,General swearing,wypierdolili,they fucked up,General swearing
General abuse,General swearing,wypierdolił,fucked up,General swearing
General abuse,General swearing,wypierdolil,fucked up,General swearing
General abuse,General swearing,wypierdoliła,she fucked up,General swearing
General abuse,General swearing,wypierdolila,she fucked up,General swearing
General abuse,General swearing,zajebać,fuck,General swearing
General abuse,General swearing,zajebac,fuck,General swearing
General abuse,General swearing,zajebią,fuck,General swearing
General abuse,General swearing,zajebiał,fucked up,General swearing
General abuse,General swearing,zajebial,fucked up,General swearing
General abuse,General swearing,zajebała,fucked up,General swearing
General abuse,General swearing,zajebiala,fucked up,General swearing
General abuse,General swearing,zajebali,they fucked up,General swearing
General abuse,General swearing,zajebana,fucked up,General swearing
General abuse,General swearing,zajebani,fucked up,General swearing
General abuse,General swearing,zajebane,fucked up,General swearing
General abuse,General swearing,zajebany,fucked up,General swearing
General abuse,General swearing,zajebanych,fucked up,General swearing
General abuse,General swearing,zajebanym,fucking,General swearing
General abuse,General swearing,zajebanymi,fucking,General swearing
General abuse,General swearing,zapierdalać,fuck off,General swearing
General abuse,General swearing,zapierdalac,fuck off,General swearing
General abuse,General swearing,zapierdalaja,fuck off,General swearing
General abuse,General swearing,zapierdalał,fucked up,General swearing
General abuse,General swearing,zapierdalaj,fuck off,General swearing
General abuse,General swearing,zapierdalajcie,fuck off,General swearing
General abuse,General swearing,zapierdalała,she fucked up,General swearing
General abuse,General swearing,zapierdalala,she fucked up,General swearing
General abuse,General swearing,zapierdalali,they fucked up,General swearing
General abuse,General swearing,zapierdolić,fuck up,General swearing
General abuse,General swearing,zapierdolic,fuck off,General swearing
General abuse,General swearing,zapierdoli,they fucked up,General swearing
General abuse,General swearing,zapierdolił,he fucked up,General swearing
General abuse,General swearing,zapierdolil,fucked up,General swearing
General abuse,General swearing,zapierdoliła,she fucked up,General swearing
General abuse,General swearing,zapierdolila,she fucked up,General swearing
General abuse,General swearing,zapierdolą,they will fuck up,General swearing
General abuse,General swearing,zapierdola,fucked up,General swearing
General abuse,General swearing,zasrać,shit,General swearing
General abuse,General swearing,zasranym,shitty,General swearing
General abuse,General swearing,zasrywać,shit,General swearing
General abuse,General swearing,zasrywający,shitting,General swearing
General abuse,General swearing,zesrywać,to shit,General swearing
General abuse,General swearing,zjebać,fuck,General swearing
General abuse,General swearing,zjebac,fuck,General swearing
General abuse,General swearing,zjebał,fucked up,General swearing
General abuse,General swearing,zjebal,fucked up,General swearing
General abuse,General swearing,zjebała,fucked up,General swearing
General abuse,General swearing,zjebala,she fucked up,General swearing
General abuse,General swearing,zjebana,fucked up,General swearing
General abuse,General swearing,zjebią,fuck,General swearing
General abuse,General swearing,zjebali,they fucked up,General swearing
Go back,Go back home,Wracaj do Afryki,Go back to Africa,Go back home
Go back,Go back home,Wracaj do Kambodży,Go back to Cambodia,Go back home
Go back,Go back home,Wracaj do piekła,Go back to hell,Go back home
Go back,Go back home,Wracaj do Czarnuchów,Go back to the niggers,Go back home
Go back,Go back home,Wracaj do stada,Go back to the herd,Go back home
Go back,Go back home,Wypierdalaj,get the fuck out,Go back home
Go back,Go back home,Wykurwiaj,Fuck off,Go back home
Go back,Go back home,Spierdalaj,fuck off,Go back home
Go back,Go back home,Spierdalaj do domu,Hurry home,Go back home
Go back,Go back home,Wykurwiaj do siebie,Fuck yourself,Go back home
Go back,Go back home,Wykurwiaj do chaty,Go to the hut,Go back home
Go back,Go back home,Wypierdalaj do siebie,Get the hell out of yourself,Go back home
Go back,Go back home,Wybierdalaj do chaty,Go to the hut,Go back home
Homophobia,Anti-gay,Pedale,Pedals,Anti-gay
Homophobia,Anti-gay,Lesbijko,Lesbian,Anti-gay
Homophobia,Anti-gay,Lesbo,lebo,Anti-gay
Homophobia,Anti-gay,Geju,gay,Anti-gay
Homophobia,Anti-gay,Homosiu,homosexual,Anti-gay
Homophobia,Anti-gay,Pedały,pedals,Anti-gay
Homophobia,Anti-gay,Lesbijki,Lesbians,Anti-gay
Homophobia,Anti-gay,Lesby,Lesbians,Anti-gay
Homophobia,Anti-gay,Pedalskie,Pedal,Anti-gay
Homophobia,Anti-gay,Pedalsko,Pedal,Anti-gay
Homophobia,Anti-gay,Homosie,homos,Anti-gay
Homophobia,Anti-gay,Homoseksualiście,homosexual,Anti-gay
Homophobia,Anti-gay,Ciepli,warm,Anti-gay
Homophobia,Anti-gay,Ciepły,Warm,Anti-gay
Homophobia,Anti-gay,Geje,Gays,Anti-gay
Homophobia,Anti-gay,Gejostwo,gayness,Anti-gay
Homophobia,Anti-gay,Gejoza,Geyosis,Anti-gay
Homophobia,Anti-lesbian,Lesbo,dyke,Anti-lesbian
Homophobia,Anti-lesbian,Lesba,butch,Anti-lesbian
Homophobia,Anti-lesbian,Ciota,lesbian,Anti-lesbian
Homophobia,Anti-lesbian,Coto,lesbo,Anti-lesbian
Homophobia,Anti-lesbian,Cipo,lezzer,Anti-lesbian
Homophobia,Anti-trans,transie,trans,Anti-trans
Homophobia,Anti-trans,transseksualista,transsexual,Anti-trans
Homophobia,Anti-trans,pedał,pedal,Anti-trans
Homophobia,Anti-trans,transpłciowe,transgender,Anti-trans
Homophobia,Anti-trans,transpłciowa,transgender,Anti-trans
Homophobia,Anti-trans,transpłciowy,transgender,Anti-trans
Intracommunity slurs,Racially-motivated,bambo,bambo,Racially-motivated
Intracommunity slurs,Racially-motivated,czarnuszek,nigella,Racially-motivated
Intracommunity slurs,Racially-motivated,murzyn,black person,Racially-motivated
Intracommunity slurs,Racially-motivated,muszynek,midge,Racially-motivated
Intracommunity slurs,Racially-motivated,chinol,quinol,Racially-motivated
Intracommunity slurs,Racially-motivated,żóltek,egg yolk,Racially-motivated
Intracommunity slurs,Racially-motivated,ciapak,slap,Racially-motivated
Intracommunity slurs,Racially-motivated,małpa,monkey,Racially-motivated
Intracommunity slurs,Racially-motivated,małpiszon,monkey,Racially-motivated
Intracommunity slurs,Racially-motivated,goryl,gorilla,Racially-motivated
Possible slurs,Racial,śmieciu,garbage,Racial
Possible slurs,Racial,śmieć,junk,Racial
Possible slurs,Racial,smiecie,garbage,Racial
Possible slurs,Racial,śmieciara,garbage truck,Racial
Possible slurs,Racial,chwast,weed,Racial
Possible slurs,Racial,ściek,sewage,Racial
Possible slurs,Racial,ścieku,sewage,Racial
Possible slurs,Racial,śmietniku,dumpster,Racial
Possible slurs,Racial,przygłupie,stupid,Racial
Possible slurs,Racial,przygłupi,stupid,Racial
Possible slurs,Racial,przygłup,nitwit,Racial
Possible slurs,Antisemitic,Żydzie,jew,Antisemitic
Possible slurs,Antisemitic,Żydy,Jews,Antisemitic
Possible slurs,Antisemitic,Żyd,Jew,Antisemitic
Possible slurs,Antisemitic,Żydostwo,Jewry,Antisemitic
Possible slurs,Antisemitic,Żydowskie,Jewish,Antisemitic
Possible slurs,Antisemitic,żydzić,to jew,Antisemitic
Possible slurs,Antisemitic,Żydzenie,Jew,Antisemitic
Possible slurs,Antisemitic,Żydowanie,Jewishness,Antisemitic
Possible slurs,Antisemitic,Antyżydowskie,Anti-Jewish,Antisemitic
Possible slurs,Antisemitic,Anty żydom,Anti Jews,Antisemitic
Possible slurs,Antisemitic,Przeciw żydom,Against the Jews,Antisemitic
Possible slurs,Antisemitic,Jebać żydów,Fuck the Jews,Antisemitic
Possible slurs,Antisemitic,Palić żydów,Burn the Jews,Antisemitic
Possible slurs,Antisemitic,Dusić żydów,Choke the Jews,Antisemitic
Possible slurs,Antisemitic,Palenie żydów,Burning Jews,Antisemitic
Possible slurs,Antisemitic,Duszenie żydów,Choking Jews,Antisemitic
Possible slurs,Antisemitic,Śmierć żydom,Death to the Jews,Antisemitic
Possible slurs,Antisemitic,Śmierć żydów,Death of the Jews,Antisemitic
Racial term,Anti-aboriginal,zakaz aborcji,aboriginal,Anti-aboriginal
Racial term,Anti-aboriginal,aborcja,abo,Anti-aboriginal
Racial term,Anti-aboriginal,usunięcię dziecka,abbo,Anti-aboriginal
Racial term,Anti-aboriginal,usunięcie ciąży,boong,Anti-aboriginal
Racial term,Anti-black,bambo,bambo,Anti-black
Racial term,Anti-black,czarnuch,nigger,Anti-black
Racial term,Anti-black,czarnuchu,nigga,Anti-black
Racial term,Anti-black,ciemniaku,ignorant,Anti-black
Racial term,Anti-black,smoło,tar,Anti-black
Racial term,Islamophobic,arabie,arabia,Islamophobic
Racial term,Islamophobic,islamisto,Islamist,Islamophobic
Racial term,Islamophobic,zamachowcu,bomber,Islamophobic
Racial term,Islamophobic,ciapaku,slap,Islamophobic
Racial term,Islamophobic,ciapaty,Ciapaty,Islamophobic
Racial term,Islamophobic,ciapaki,cakes,Islamophobic
Racial term,Islamophobic,ciapak,slap,Islamophobic
Racial term,Antisemitic,żyd,Jew,Antisemitic
Racial term,Antisemitic,żydzie,jews,Antisemitic
Racial term,Antisemitic,żydy,Jews,Antisemitic
Racial term,Antisemitic,żydzie pierdolony,fucking jews,Antisemitic
Racial term,Antisemitic,zagazuj sie,gas yourself,Antisemitic
Racial term,Antisemitic,duś się,suffocate,Antisemitic
Racial term,Antisemitic,gazowanie,gassing,Antisemitic
Racial term,Antisemitic,duszenie,suffocation,Antisemitic
Racist narrative,Anti-black,murzyn,black person,Anti-black
Racist narrative,Anti-black,murzynie,Negroes,Anti-black
Racist narrative,Anti-black,murzyny,Negroes,Anti-black
Racist narrative,Anti-black,czarnuchy,niggers,Anti-black
Racist narrative,Anti-black,czarny,black,Anti-black
Racist narrative,Anti-black,czarna,black,Anti-black
Racist narrative,Anti-black,śmierć czarnym,death to black,Anti-black
Racist narrative,Anti-black,zabić czarnych,kill black people,Anti-black
Racist narrative,Anti-black,czarny przestępca,black criminal,Anti-black
Racist narrative,Anti-black,czarne przestępstwo,black crime,Anti-black
Racist narrative,Anti-black,czarna szmata,black rag,Anti-black
Racist narrative,Anti-black,czarny szmaciarz,black ragman,Anti-black
Racist narrative,Anti-black,czarna suka,black female dog,Anti-black
Racist narrative,Anti-fascists,antyfaszyzm,antifaterrorists,Anti-fascists
Racist narrative,Islamphobic,arab,Arab,Islamphobic
Racist narrative,Islamphobic,ciapak,slap,Islamphobic
Racist narrative,Islamphobic,ciapaty,Ciapaty,Islamphobic
Racist narrative,Rape,gwałt,rape,Rape
Racist narrative,Rape,gwałcić,rape,Rape
Racist narrative,Rape,gwałcenie,rape,Rape
Racist narrative,Rape,zwgałcenie,rape,Rape
Racist narrative,Rape,wspierać gwałt,support rape,Rape
Racist narrative,Rape,wspieraniue gwałtu,supporting rape,Rape
Racist narrative,Rape,wspieranie gwałtów,rape support,Rape
Racist narrative,Rape,gwałty,rapes,Rape
Racist narrative,White privelege,biali górą,whites prevail,White privelege
Racist narrative,White privelege,jebać czarnych,fuck black people,White privelege
Racist narrative,White privelege,jebać zółtych,fuck the yellow ones,White privelege
Sexist,Anti-woman,dziwka,whore,Anti-woman
Sexist,Anti-woman,szmata,rag,Anti-woman
Sexist,Anti-woman,prostytutka,prostitute,Anti-woman
Sexist,Anti-woman,ściera,rubs,Anti-woman
Sexist,Anti-woman,szmula,shmuel,Anti-woman
Sexist,Anti-woman,żmija,viper,Anti-woman
Sexist,Anti-woman,kurwa,whore,Anti-woman
Sexist,Anti-woman,śmieciara,garbage truck,Anti-woman
Sexist,Female anatomy,piersi,breast,Female anatomy
Sexist,Female anatomy,cycki,tits,Female anatomy
Sexist,Female anatomy,cipa,cunt,Female anatomy
Sexist,Female anatomy,cipka,pussy,Female anatomy
Sexist,Female anatomy,wagina,vagina,Female anatomy
Sexist,Female anatomy,wargi sromowe,labia,Female anatomy
Sexist,Female anatomy,okres,period,Female anatomy
Sexist,Female anatomy,miesiączka,menstruation,Female anatomy
Sexist,Female anatomy,sutki,nipples,Female anatomy
Sexist,Female anatomy,sutek,nipple,Female anatomy
Sexist,Female anatomy,ciąża,pregnancy,Female anatomy
Sexist,Female anatomy,jajniki,ovaries,Female anatomy
Sexist,Female anatomy,krew,blood,Female anatomy
Sexual,Female anatomy,dupa,ass,Female anatomy
Sexual,Female anatomy,tyłek,butt,Female anatomy
Sexual,Female anatomy,poślady,buttocks,Female anatomy
Sexual,Female anatomy,pośladki,buttocks,Female anatomy
Sexual,Female anatomy,tyłezek,ass,Female anatomy
Sexual,Female anatomy,pupka,ass,Female anatomy
Sexual,Female anatomy,cycki,tits,Female anatomy
Sexual,Female anatomy,piersi,breast,Female anatomy
Sexual,Female anatomy,dekolt,cleavage,Female anatomy
Sexual,Female anatomy,cipka,pussy,Female anatomy
Sexual,Female anatomy,cipa,cunt,Female anatomy
Sexual,Female anatomy,wagina,vagina,Female anatomy
Sexual,Female anatomy,seks,sex,Female anatomy
Sexual,Female anatomy,sex,sex,Female anatomy
Sexual,Male anatomy,penis,penis,Male anatomy
Sexual,Male anatomy,chuj,dick,Male anatomy
Sexual,Male anatomy,prącie,penis,Male anatomy
Sexual,Male anatomy,przyrodzenie,nature,Male anatomy
Sexual,Male anatomy,kutas,dick,Male anatomy
Sexual,Male anatomy,faja,cool,Male anatomy
Sexual,Male anatomy,pytong,python,Male anatomy
Sexual,Sex,spuścić się,hang,Sex
Sexual,Sex,ssać,suck,Sex
Sexual,Sex,połykać,swallow,Sex
Sexual,Sex,sperma,sperm,Sex
Sexual,Sex,jebać,fuck,Sex
Sexual,Sex,jebać się,fuck you,Sex
Sexual,Sex,pieprzć,fuck,Sex
Sexual,Sex,pierdolić,fuck,Sex
Sexual,Sex,ruchać,fuck,Sex
Sexual,Sex,ruchanie,fucking,Sex
Sexual,Sex,pieprzenie,fucking,Sex
Sexual,Sex,pierdolenie,fuck,Sex
Sexual,Sex,jebanie,fucking,Sex
Sexual,Sex,połykanie,swallowing,Sex
Sexual,Sex,robienie loda,blowjob,Sex
Sexual,Rape,gwałt,rape,Rape
Sexual,Rape,gwałcić,rape,Rape
Sexual,Rape,gwałcenie,rape,Rape
Slurs,Anti-black,czarnuchu,nigga,Anti-black
Slurs,Anti-black,czarnuchu pierdolony,nigga fucking,Anti-black
Slurs,Anti-black,czarnuchu jebany,nigga fucking,Anti-black
Slurs,Anti-black,murzynie,Negroes,Anti-black
Slurs,Anti-black,czarna pało,black cock,Anti-black
Slurs,Anti-black,czarnuchu,nigga,Anti-black
Slurs,Anti-black,bambo,bambo,Anti-black
Slurs,Anti-black,ciemny chuju,dark dick,Anti-black
Slurs,Anti-black,ciemna kurwo,dark whore,Anti-black
Slurs,Anti-black,czarnuchu zajebany,nigga fucked up,Anti-black
Slurs,Anti-black,nygusie,nigus,Anti-black
Slurs,Anti-Asian,skośnooki,slant-eyed,Anti-Asian
Slurs,Anti-Asian,azjato,asian,Anti-Asian
Slurs,Anti-Asian,chińczyku,chinese,Anti-Asian
Slurs,Anti-Asian,chinolu,quinol,Anti-Asian
Slurs,Anti-Asian,żółtku,egg yolk,Anti-Asian
Slurs,Anti-Asian,azjato pierdolony,asian fucking,Anti-Asian
Slurs,Anti-Asian,chinolcu,quinolcu,Anti-Asian
Slurs,Anti-Gypsy Roma Traveller,ciapak,gypo,Anti-Gypsy Roma Traveller
Slurs,Antisemitic,żydzie,jews,Antisemitic
Slurs,Antisemitic,żydzie,jews,Antisemitic
Slurs,Antisemitic,żydowskie,jewish,Antisemitic
Slurs,Antisemitic,żyd,Jew,Antisemitic
Special_terms,Football-specific,Chorzowskie psy,Chorzów dogs,Football-specific
Violence,Violent threats,Palić,Burn,Violent threats
Violence,Violent threats,Spalić,Burn,Violent threats
Violence,Violent threats,Dźgnąć,Stab,Violent threats
Violence,Violent threats,Dźgać,Stab,Violent threats
Violence,Violent threats,Strzelać,Shoot,Violent threats
Violence,Violent threats,Strzelić,shoot,Violent threats
Violence,Violent threats,Zastrzelić,Shoot,Violent threats
Violence,Violent threats,Postrzelić,Shoot,Violent threats
Violence,Violent threats,Wystrzelić,Shoot,Violent threats
Violence,Violent threats,Zapalić,ignite,Violent threats
Violence,Violent threats,Podpalić,ignite,Violent threats
Violence,Violent threats,Zabić,Kill,Violent threats
Violence,Violent threats,Zabije,will kill,Violent threats
Violence,Violent threats,Podpalę,I'll set fire to it,Violent threats
Violence,Violent threats,Spale,I will sleep,Violent threats
Violence,Violent threats,Zastrzelę,I will shoot,Violent threats
Violence,Violent threats,Postrzele,I'll shoot,Violent threats
Violence,Violent threats,Dźgnę,I'll stab,Violent threats
Violence,Violent threats,Zanożować,Knife,Violent threats
Violence,Violent threats,Zanożuję,I will note,Violent threats
Violence,Violent threats,Krzywdzić,Harm,Violent threats
Violence,Violent threats,Skrzywdzę,I will hurt,Violent threats
Violence,Death threats,Zabić,Kill,Death threats
Violence,Death threats,Zabiję,I will kill,Death threats
Violence,Death threats,Zabójstwo,Murder,Death threats
Violence,Death threats,Umrzeć,die,Death threats
Violence,Death threats,Umieranie,Death,Death threats
Violence,Death threats,Zdechnąć,die,Death threats
Violence,Death threats,Wisieć,Hang,Death threats
Violence,Death threats,Powiesić,Hang,Death threats
Violence,Death threats,Zawisnąć,hang,Death threats
Violence,Death threats,Zawiśnie,It will hang,Death threats
Violence,Death threats,Zawiśniesz,you will hang,Death threats
Violence,Death threats,Śmierć,Death,Death threats
Violence,Death threats,Uśmiercić,kill,Death threats
Violence,Death threats,Morderstwo,Murder,Death threats
Violence,Death threats,Zamordować,Murder,Death threats
Violence,Rape,Gwałt,Rape,Rape
Violence,Rape,Gwałcić,Rape,Rape
Violence,Rape,Gwałciciel,Rapist,Rape
Violence,Rape,Gwałcona,Raped,Rape
Violence,Rape,Zgwałcić,Rape,Rape
Violence,Rape,Zgwałcona,raped,Rape
Violence,Rape,Ofiara gwałtu,Rape victim,Rape
Violence,Weaponry,Lina,Rope,Weaponry
Violence,Weaponry,Nóż,Knife,Weaponry
Violence,Weaponry,Broń,Weapon,Weaponry
Violence,Weaponry,Maczeta,Machete,Weaponry
Violence,Weaponry,Pistolet,Gun,Weaponry
Violence,Weaponry,Sztylet,Dagger,Weaponry
Violence,Weaponry,Miecz,Sword,Weaponry
Violence,Weaponry,Tasak,Chopper,Weaponry
Violence,Weaponry,Młotek,Hammer,Weaponry
